activity_id,loan_id,activity_date,channel,outcome,cost_zar,arrears_bucket_at_time
CA-818365,LN-508166,2026-07-17,Call,Left message,27.05,90+
CA-818366,LN-508166,2026-07-19,Letter,Left message,50.89,90+
CA-818367,LN-508182,2026-07-28,Call,Refused,30.71,61-90
CA-818368,LN-508185,2026-07-17,Call,Refused,27.27,31-60
CA-818369,LN-508194,2026-07-21,SMS,Refused,1.12,1-30
CA-818370,LN-508201,2026-07-19,SMS,Refused,1.2,31-60
CA-818371,LN-508201,2026-07-14,Call,Number unobtainable,29.77,31-60
CA-818372,LN-508234,2026-07-11,SMS,Paid in full,1.17,31-60
CA-818373,LN-508247,2026-07-30,SMS,No answer,1.35,1-30
CA-818374,LN-508270,2026-07-12,Letter,Refused,41.1,90+
CA-818375,LN-508270,2026-07-13,Letter,Left message,45.44,90+
CA-818376,LN-508329,2026-07-12,Call,Paid in full,28.26,61-90
CA-818377,LN-508329,2026-07-12,Field,Promise to pay,346.78,61-90
CA-818378,LN-508366,2026-07-25,SMS,Refused,1.21,1-30
CA-818379,LN-508376,2026-07-06,Call,Left message,27.01,90+
CA-818380,LN-508376,2026-07-27,Letter,Number unobtainable,45.55,90+
CA-818381,LN-508376,2026-07-16,Field,Left message,346.35,90+
CA-818382,LN-508376,2026-07-10,Call,No answer,26.21,90+
CA-818383,LN-508448,2026-07-31,SMS,No answer,1.13,1-30
CA-818384,LN-508455,2026-07-21,SMS,No answer,1.14,1-30
CA-818385,LN-508466,2026-07-17,Letter,Refused,51.66,61-90
CA-818386,LN-508466,2026-07-31,Call,No answer,26.82,61-90
CA-818387,LN-508477,2026-07-27,SMS,No answer,1.12,1-30
CA-818388,LN-508479,2026-07-09,Letter,Refused,41.69,61-90
CA-818389,LN-508503,2026-07-06,SMS,No answer,1.48,31-60
CA-818390,LN-508504,2026-07-22,SMS,No answer,1.03,31-60
CA-818391,LN-508504,2026-07-22,Call,Refused,26.34,31-60
CA-818392,LN-508509,2026-07-13,Call,Left message,30.62,31-60
CA-818393,LN-508518,2026-07-06,SMS,No answer,1.19,31-60
CA-818394,LN-508518,2026-07-10,Call,Left message,28.46,31-60
CA-818395,LN-508550,2026-07-27,Call,Refused,26.82,61-90
CA-818396,LN-508559,2026-07-08,Call,Left message,28.24,31-60
CA-818397,LN-508578,2026-07-18,Letter,Number unobtainable,46.19,90+
CA-818398,LN-508578,2026-07-16,Letter,Number unobtainable,44.98,90+
CA-818399,LN-508578,2026-07-13,Field,No answer,304.49,90+
CA-818400,LN-508599,2026-07-08,Call,Refused,30.91,61-90
CA-818401,LN-508631,2026-07-31,SMS,No answer,1.06,1-30
CA-818402,LN-508632,2026-07-07,Call,Number unobtainable,31.33,31-60
CA-818403,LN-508632,2026-07-12,SMS,No answer,1.37,31-60
CA-818404,LN-508655,2026-07-17,Field,Refused,347.78,61-90
CA-818405,LN-508655,2026-07-06,Field,Promise to pay,341.33,61-90
CA-818406,LN-508655,2026-07-08,Call,Refused,25.43,61-90
CA-818407,LN-508673,2026-07-07,Field,Promise to pay,301.79,61-90
CA-818408,LN-508701,2026-07-25,SMS,No answer,1.38,1-30
CA-818409,LN-508764,2026-07-06,SMS,Left message,1.16,1-30
CA-818410,LN-508780,2026-07-19,Letter,Left message,44.86,61-90
CA-818411,LN-508780,2026-07-19,Field,Left message,312.77,61-90
CA-818412,LN-508780,2026-07-12,Call,Paid in full,25.69,61-90
CA-818413,LN-508804,2026-07-28,Call,No answer,29.33,61-90
CA-818414,LN-508804,2026-07-31,Field,No answer,304.69,61-90
CA-818415,LN-508807,2026-07-17,SMS,No answer,1.44,1-30
CA-818416,LN-508808,2026-07-15,Call,Promise to pay,28.9,1-30
CA-818417,LN-508814,2026-07-29,Call,No answer,30.33,1-30
CA-818418,LN-508820,2026-07-25,Letter,No answer,43.88,61-90
CA-818419,LN-508820,2026-07-24,Call,Partial payment,28.74,61-90
CA-818420,LN-508825,2026-07-17,SMS,Refused,1.29,31-60
CA-818421,LN-508825,2026-07-24,SMS,Number unobtainable,1.13,31-60
CA-818422,LN-508826,2026-07-12,Call,Left message,24.93,31-60
CA-818423,LN-508829,2026-07-06,Call,Left message,25.53,90+
CA-818424,LN-508829,2026-07-22,Field,Paid in full,299.22,90+
CA-818425,LN-508833,2026-07-17,Call,Number unobtainable,25.71,61-90
CA-818426,LN-508840,2026-07-22,SMS,Number unobtainable,1.25,31-60
CA-818427,LN-508847,2026-07-29,SMS,No answer,0.91,1-30
CA-818428,LN-508855,2026-07-10,Field,Partial payment,288.8,90+
CA-818429,LN-508855,2026-07-24,Call,No answer,28.24,90+
CA-818430,LN-508855,2026-07-28,Field,Number unobtainable,298.47,90+
CA-818431,LN-508855,2026-07-27,Letter,Number unobtainable,39.08,90+
CA-818432,LN-508855,2026-07-27,Letter,Refused,41.96,90+
CA-818433,LN-508859,2026-07-31,Call,Promise to pay,26.85,90+
CA-818434,LN-508859,2026-07-18,Field,Left message,355.12,90+
CA-818435,LN-508859,2026-07-28,Letter,Left message,49.73,90+
CA-818436,LN-508874,2026-07-15,Field,Refused,272.93,90+
CA-818437,LN-508874,2026-07-07,Field,No answer,348.91,90+
CA-818438,LN-508881,2026-07-31,Call,Number unobtainable,28.2,61-90
CA-818439,LN-508881,2026-07-11,Letter,Refused,42.98,61-90
CA-818440,LN-508881,2026-07-19,Field,Number unobtainable,308.45,61-90
CA-818441,LN-508914,2026-07-17,SMS,Left message,1.41,31-60
CA-818442,LN-508938,2026-07-08,SMS,Left message,1.25,1-30
CA-818443,LN-508943,2026-07-13,Call,Left message,28.66,90+
CA-818444,LN-508943,2026-07-29,Call,Refused,28.25,90+
CA-818445,LN-508943,2026-07-29,Field,Number unobtainable,302.36,90+
CA-818446,LN-508960,2026-07-25,Field,Number unobtainable,290.6,61-90
CA-818447,LN-508960,2026-07-09,Call,No answer,31.07,61-90
CA-818448,LN-508991,2026-07-30,SMS,Number unobtainable,1.25,31-60
CA-818449,LN-508996,2026-07-11,SMS,No answer,1.24,31-60
CA-818450,LN-508996,2026-07-19,SMS,Left message,1.1,31-60
CA-818451,LN-509039,2026-07-22,SMS,Number unobtainable,1.29,31-60
CA-818452,LN-509039,2026-07-30,SMS,Number unobtainable,1.15,31-60
CA-818453,LN-509059,2026-07-06,Field,Partial payment,302.06,90+
CA-818454,LN-509059,2026-07-20,Field,Promise to pay,338.46,90+
CA-818455,LN-509059,2026-07-18,Field,No answer,282.58,90+
CA-818456,LN-509065,2026-07-26,SMS,Refused,1.15,1-30
CA-818457,LN-509092,2026-07-06,Call,Paid in full,29.67,31-60
CA-818458,LN-509092,2026-07-20,SMS,Refused,1.04,31-60
CA-818459,LN-509109,2026-07-24,SMS,Number unobtainable,1.19,31-60
CA-818460,LN-509109,2026-07-10,SMS,No answer,1.12,31-60
CA-818461,LN-509110,2026-07-17,Letter,Left message,51.45,61-90
CA-818462,LN-509110,2026-07-17,Call,Number unobtainable,32.18,61-90
CA-818463,LN-509153,2026-07-17,Field,No answer,335.26,90+
CA-818464,LN-509153,2026-07-10,Call,Number unobtainable,27.47,90+
CA-818465,LN-509162,2026-07-10,Field,Left message,278.31,61-90
CA-818466,LN-509171,2026-07-13,Call,Number unobtainable,25.32,61-90
CA-818467,LN-509171,2026-07-23,Call,No answer,25.63,61-90
CA-818468,LN-509175,2026-07-06,Call,Left message,30.66,31-60
CA-818469,LN-509175,2026-07-12,SMS,Refused,1.2,31-60
CA-818470,LN-509196,2026-07-07,Call,Number unobtainable,28.74,31-60
CA-818471,LN-509197,2026-07-31,Call,Number unobtainable,28.72,90+
CA-818472,LN-509197,2026-07-06,Letter,No answer,47.24,90+
CA-818473,LN-509197,2026-07-18,Field,Partial payment,358.77,90+
CA-818474,LN-509221,2026-07-24,SMS,Left message,1.29,31-60
CA-818475,LN-509231,2026-07-13,SMS,Number unobtainable,1.17,1-30
CA-818476,LN-509246,2026-07-07,Field,No answer,342.03,90+
CA-818477,LN-509246,2026-07-24,Call,Promise to pay,30.32,90+
CA-818478,LN-509246,2026-07-26,Call,No answer,26.27,90+
CA-818479,LN-509246,2026-07-25,Field,Refused,306.16,90+
CA-818480,LN-509246,2026-07-17,Call,Left message,32.86,90+
CA-818481,LN-509247,2026-07-13,Field,Number unobtainable,331.4,61-90
CA-818482,LN-509247,2026-07-21,Field,Number unobtainable,332.09,61-90
CA-818483,LN-509247,2026-07-17,Field,Number unobtainable,374.05,61-90
CA-818484,LN-509252,2026-07-18,Field,Paid in full,347.01,61-90
CA-818485,LN-509261,2026-07-11,Call,No answer,26.32,31-60
CA-818486,LN-509261,2026-07-30,SMS,Left message,1.18,31-60
CA-818487,LN-509284,2026-07-06,SMS,Paid in full,1.33,1-30
CA-818488,LN-509286,2026-07-18,SMS,Number unobtainable,1.11,31-60
CA-818489,LN-509287,2026-07-18,SMS,Paid in full,1.12,1-30
CA-818490,LN-509290,2026-07-10,Call,Left message,26.89,61-90
CA-818491,LN-509290,2026-07-15,Call,Refused,27.83,61-90
CA-818492,LN-509290,2026-07-16,Field,Refused,308.88,61-90
CA-818493,LN-509317,2026-07-09,Call,Refused,26.84,31-60
CA-818494,LN-509317,2026-07-19,SMS,Refused,1.05,31-60
CA-818495,LN-509337,2026-07-06,Field,Refused,330.17,90+
CA-818496,LN-509337,2026-07-06,Call,Refused,26.47,90+
CA-818497,LN-509337,2026-07-06,Call,Left message,28.98,90+
CA-818498,LN-509337,2026-07-17,Field,Left message,315.92,90+
CA-818499,LN-509337,2026-07-27,Letter,Number unobtainable,41.81,90+
CA-818500,LN-509357,2026-07-16,Call,Left message,28.6,90+
CA-818501,LN-509357,2026-07-19,Field,Left message,324.53,90+
CA-818502,LN-509365,2026-07-14,Call,Refused,28.02,61-90
CA-818503,LN-509365,2026-07-18,Field,No answer,293.11,61-90
CA-818504,LN-509365,2026-07-08,Field,Promise to pay,305.42,61-90
CA-818505,LN-509388,2026-07-31,Letter,Number unobtainable,35.24,90+
CA-818506,LN-509388,2026-07-28,Call,Number unobtainable,29.03,90+
CA-818507,LN-509388,2026-07-19,Call,Left message,27.23,90+
CA-818508,LN-509388,2026-07-25,Field,Promise to pay,292.01,90+
CA-818509,LN-509397,2026-07-08,SMS,Left message,1.21,1-30
CA-818510,LN-509436,2026-07-25,Letter,Left message,46.8,61-90
CA-818511,LN-509457,2026-07-21,SMS,Left message,1.27,1-30
CA-818512,LN-509467,2026-07-25,Field,Promise to pay,303.17,61-90
CA-818513,LN-509468,2026-07-20,Call,Left message,26.52,31-60
CA-818514,LN-509468,2026-07-08,SMS,No answer,1.26,31-60
CA-818515,LN-509475,2026-07-22,SMS,Number unobtainable,1.09,31-60
CA-818516,LN-509479,2026-07-19,Letter,No answer,47.01,61-90
CA-818517,LN-509479,2026-07-13,Call,Refused,25.44,61-90
CA-818518,LN-509479,2026-07-31,Letter,Left message,47.29,61-90
CA-818519,LN-509480,2026-07-22,Call,Refused,24.87,31-60
CA-818520,LN-509480,2026-07-27,SMS,No answer,1.1,31-60
CA-818521,LN-509483,2026-07-27,Letter,Left message,48.3,90+
CA-818522,LN-509483,2026-07-17,Call,Number unobtainable,30.6,90+
CA-818523,LN-509483,2026-07-26,Letter,Refused,38.33,90+
CA-818524,LN-509504,2026-07-16,SMS,No answer,1.19,1-30
CA-818525,LN-509518,2026-07-28,Field,Number unobtainable,333.48,61-90
CA-818526,LN-509518,2026-07-29,Field,No answer,334.57,61-90
CA-818527,LN-509518,2026-07-24,Call,Number unobtainable,31.07,61-90
CA-818528,LN-509582,2026-07-20,Field,Number unobtainable,280.81,90+
CA-818529,LN-509582,2026-07-09,Field,Number unobtainable,326.24,90+
CA-818530,LN-509582,2026-07-21,Field,Promise to pay,322.39,90+
CA-818531,LN-509590,2026-07-13,Call,Partial payment,34.34,1-30
CA-818532,LN-509600,2026-07-30,Call,Paid in full,27.1,31-60
CA-818533,LN-509620,2026-07-26,Call,Refused,29.8,61-90
CA-818534,LN-509620,2026-07-16,Call,Refused,25.27,61-90
CA-818535,LN-509620,2026-07-18,Call,Left message,28.49,61-90
CA-818536,LN-509624,2026-07-26,SMS,Left message,1.13,1-30
CA-818537,LN-509653,2026-07-21,Letter,Left message,43.37,61-90
CA-818538,LN-509653,2026-07-16,Field,Number unobtainable,274.94,61-90
CA-818539,LN-509671,2026-07-23,Letter,Number unobtainable,49.08,90+
CA-818540,LN-509671,2026-07-16,Letter,No answer,45.24,90+
CA-818541,LN-509671,2026-07-21,Letter,Refused,45.34,90+
CA-818542,LN-509671,2026-07-18,Call,Left message,27.05,90+
CA-818543,LN-509705,2026-07-27,SMS,Refused,1.11,31-60
CA-818544,LN-509725,2026-07-23,SMS,Refused,1.28,1-30
CA-818545,LN-509746,2026-07-28,SMS,Refused,1.18,31-60
CA-818546,LN-509755,2026-07-28,Call,Promise to pay,26.99,61-90
CA-818547,LN-509755,2026-07-25,Field,No answer,279.9,61-90
CA-818548,LN-509755,2026-07-31,Call,Number unobtainable,28.65,61-90
CA-818549,LN-509756,2026-07-24,Call,Left message,30.82,1-30
CA-818550,LN-509773,2026-07-08,Call,No answer,29.14,90+
CA-818551,LN-509773,2026-07-15,Call,Paid in full,30.38,90+
CA-818552,LN-509773,2026-07-19,Call,Partial payment,30.22,90+
CA-818553,LN-509774,2026-07-13,SMS,Refused,1.07,1-30
CA-818554,LN-509800,2026-07-28,Call,No answer,27.89,1-30
CA-818555,LN-509826,2026-07-27,SMS,Left message,1.34,1-30
CA-818556,LN-509838,2026-07-25,Call,No answer,26.16,90+
CA-818557,LN-509838,2026-07-07,Call,No answer,27.61,90+
CA-818558,LN-509838,2026-07-31,Call,Left message,27.27,90+
CA-818559,LN-509838,2026-07-24,Field,Left message,334.83,90+
CA-818560,LN-509838,2026-07-14,Call,Promise to pay,27.58,90+
CA-818561,LN-509841,2026-07-23,Call,Number unobtainable,24.05,61-90
CA-818562,LN-509841,2026-07-18,Call,Number unobtainable,26.81,61-90
CA-818563,LN-509858,2026-07-13,Call,No answer,25.64,61-90
CA-818564,LN-509858,2026-07-07,Call,No answer,28.44,61-90
CA-818565,LN-509893,2026-07-29,SMS,Refused,1.06,1-30
CA-818566,LN-509894,2026-07-30,Letter,Number unobtainable,46.62,90+
CA-818567,LN-509894,2026-07-27,Letter,Left message,44.92,90+
CA-818568,LN-509895,2026-07-29,Field,Number unobtainable,298.94,90+
CA-818569,LN-509895,2026-07-17,Call,Refused,27.8,90+
CA-818570,LN-509915,2026-07-14,Call,Number unobtainable,29.75,61-90
CA-818571,LN-509915,2026-07-18,Field,Partial payment,265.89,61-90
CA-818572,LN-509915,2026-07-22,Field,Partial payment,279.91,61-90
CA-818573,LN-509924,2026-07-18,Letter,Left message,48.58,90+
CA-818574,LN-509924,2026-07-25,Field,Number unobtainable,309.13,90+
CA-818575,LN-509924,2026-07-20,Call,Refused,28.03,90+
CA-818576,LN-509924,2026-07-10,Call,Number unobtainable,30.18,90+
CA-818577,LN-509924,2026-07-20,Call,No answer,25.26,90+
CA-818578,LN-509942,2026-07-23,SMS,Refused,1.16,1-30
CA-818579,LN-509944,2026-07-08,Field,Paid in full,314.41,61-90
CA-818580,LN-509944,2026-07-13,Letter,No answer,40.74,61-90
CA-818581,LN-509944,2026-07-25,Call,Number unobtainable,24.95,61-90
CA-818582,LN-509949,2026-07-29,Field,Paid in full,278.23,61-90
CA-818583,LN-509949,2026-07-19,Letter,No answer,40.68,61-90
CA-818584,LN-509949,2026-07-09,Field,Number unobtainable,336.68,61-90
CA-818585,LN-509950,2026-07-15,Call,Partial payment,29.29,90+
CA-818586,LN-509950,2026-07-26,Call,Left message,21.39,90+
CA-818587,LN-509950,2026-07-10,Call,Promise to pay,24.13,90+
CA-818588,LN-509950,2026-07-26,Call,Refused,32.09,90+
CA-818589,LN-509950,2026-07-12,Letter,Number unobtainable,46.73,90+
CA-818590,LN-509963,2026-07-17,Field,Left message,362.19,90+
CA-818591,LN-509963,2026-07-11,Field,Left message,354.36,90+
CA-818592,LN-509963,2026-07-15,Field,Left message,344.53,90+
CA-818593,LN-509977,2026-07-23,SMS,Left message,1.13,31-60
CA-818594,LN-509993,2026-07-25,Call,No answer,27.01,90+
CA-818595,LN-509993,2026-07-24,Call,Paid in full,30.71,90+
CA-818596,LN-509993,2026-07-18,Field,Number unobtainable,354.75,90+
CA-818597,LN-509993,2026-07-29,Field,Refused,284.3,90+
CA-818598,LN-510022,2026-07-18,SMS,Left message,1.32,31-60
CA-818599,LN-510053,2026-07-14,Call,Refused,24.86,61-90
CA-818600,LN-510056,2026-07-18,Letter,Number unobtainable,49.15,61-90
CA-818601,LN-510056,2026-07-18,Field,Paid in full,338.3,61-90
CA-818602,LN-510056,2026-07-22,Field,Number unobtainable,369.09,61-90
CA-818603,LN-510058,2026-07-28,SMS,Refused,1.02,31-60
CA-818604,LN-510058,2026-07-06,SMS,Refused,0.99,31-60
CA-818605,LN-510065,2026-07-18,Call,Left message,32.93,1-30
CA-818606,LN-510070,2026-07-16,Call,Refused,29.18,61-90
CA-818607,LN-510070,2026-07-16,Call,No answer,26.85,61-90
CA-818608,LN-510070,2026-07-12,Field,Partial payment,290.87,61-90
CA-818609,LN-510073,2026-07-15,Field,Refused,274.75,61-90
CA-818610,LN-510076,2026-07-26,Call,Left message,30.31,31-60
CA-818611,LN-510086,2026-07-22,SMS,Refused,1.27,31-60
CA-818612,LN-510099,2026-07-13,Letter,Paid in full,45.27,90+
CA-818613,LN-510099,2026-07-10,Field,Paid in full,299.07,90+
CA-818614,LN-510099,2026-07-24,Call,Refused,27.99,90+
CA-818615,LN-510099,2026-07-25,Letter,No answer,40.82,90+
CA-818616,LN-510117,2026-07-30,SMS,Number unobtainable,1.25,1-30
CA-818617,LN-510127,2026-07-19,Call,Number unobtainable,28.05,1-30
CA-818618,LN-510140,2026-07-12,Letter,Left message,52.81,61-90
CA-818619,LN-510159,2026-07-31,Field,No answer,359.67,90+
CA-818620,LN-510159,2026-07-29,Letter,Number unobtainable,47,90+
CA-818621,LN-510159,2026-07-20,Letter,Number unobtainable,39.91,90+
CA-818622,LN-510164,2026-07-18,Call,Left message,26.1,90+
CA-818623,LN-510164,2026-07-11,Call,No answer,29.77,90+
CA-818624,LN-510164,2026-07-27,Call,Refused,31.6,90+
CA-818625,LN-510164,2026-07-09,Call,No answer,27.08,90+
CA-818626,LN-510164,2026-07-20,Field,Number unobtainable,313.54,90+
CA-818627,LN-510166,2026-07-27,SMS,Left message,1.23,1-30
CA-818628,LN-510175,2026-07-10,Call,Refused,24.32,31-60
CA-818629,LN-510175,2026-07-26,Call,No answer,31.03,31-60
CA-818630,LN-510187,2026-07-17,SMS,Promise to pay,1.34,1-30
CA-818631,LN-510190,2026-07-27,Call,Number unobtainable,29.71,1-30
CA-818632,LN-510206,2026-07-29,SMS,Left message,1.09,31-60
CA-818633,LN-510210,2026-07-11,Letter,Number unobtainable,41.16,61-90
CA-818634,LN-510210,2026-07-10,Field,Number unobtainable,315.96,61-90
CA-818635,LN-510210,2026-07-28,Call,Paid in full,29.35,61-90
CA-818636,LN-510211,2026-07-18,SMS,No answer,1.23,1-30
CA-818637,LN-510213,2026-07-23,Call,No answer,28.45,90+
CA-818638,LN-510213,2026-07-24,Call,No answer,24,90+
CA-818639,LN-510213,2026-07-06,Call,Number unobtainable,27.75,90+
CA-818640,LN-510266,2026-07-21,Call,Number unobtainable,29.5,61-90
CA-818641,LN-510267,2026-07-06,Field,No answer,315.82,61-90
CA-818642,LN-510313,2026-07-20,SMS,Refused,1.22,31-60
CA-818643,LN-510316,2026-07-27,SMS,Left message,1.17,1-30
CA-818644,LN-510320,2026-07-10,Call,Number unobtainable,28.65,61-90
CA-818645,LN-510320,2026-07-09,Call,Number unobtainable,28.56,61-90
CA-818646,LN-510327,2026-07-27,Call,Left message,27.07,31-60
CA-818647,LN-510327,2026-07-20,Call,Refused,31.3,31-60
CA-818648,LN-510330,2026-07-11,SMS,Paid in full,1.05,1-30
CA-818649,LN-510351,2026-07-18,SMS,Partial payment,1.21,1-30
CA-818650,LN-510354,2026-07-23,Field,Partial payment,303.67,61-90
CA-818651,LN-510354,2026-07-19,Call,Refused,27.8,61-90
CA-818652,LN-510375,2026-07-17,SMS,Refused,1.12,1-30
CA-818653,LN-510409,2026-07-21,SMS,Refused,1.26,1-30
CA-818654,LN-510413,2026-07-07,Call,Number unobtainable,28.19,1-30
CA-818655,LN-510415,2026-07-10,SMS,No answer,1.22,31-60
CA-818656,LN-510415,2026-07-08,SMS,Refused,1.24,31-60
CA-818657,LN-510426,2026-07-15,SMS,Refused,1.26,31-60
CA-818658,LN-510429,2026-07-18,Letter,Paid in full,42.77,61-90
CA-818659,LN-510429,2026-07-06,Field,Left message,340.43,61-90
CA-818660,LN-510429,2026-07-07,Field,Left message,331.62,61-90
CA-818661,LN-510447,2026-07-13,Letter,Refused,45.81,90+
CA-818662,LN-510447,2026-07-08,Letter,Refused,41.89,90+
CA-818663,LN-510447,2026-07-28,Letter,Number unobtainable,48.27,90+
CA-818664,LN-510447,2026-07-26,Field,Refused,282.55,90+
CA-818665,LN-510447,2026-07-15,Letter,Number unobtainable,39.18,90+
CA-818666,LN-510479,2026-07-13,Call,Left message,23.37,31-60
CA-818667,LN-510484,2026-07-07,SMS,Refused,1.06,31-60
CA-818668,LN-510484,2026-07-09,SMS,Number unobtainable,1.23,31-60
CA-818669,LN-510485,2026-07-22,Field,Refused,354.42,61-90
CA-818670,LN-510499,2026-07-21,Field,Left message,345.27,61-90
CA-818671,LN-510499,2026-07-08,Call,Number unobtainable,27.35,61-90
CA-818672,LN-510499,2026-07-13,Letter,No answer,42.22,61-90
CA-818673,LN-510500,2026-07-07,Call,Number unobtainable,29.78,61-90
CA-818674,LN-510500,2026-07-23,Call,Refused,24.63,61-90
CA-818675,LN-510500,2026-07-15,Call,Promise to pay,32.17,61-90
CA-818676,LN-510544,2026-07-26,Field,Left message,303.99,61-90
CA-818677,LN-510556,2026-07-30,Call,Refused,29.83,31-60
CA-818678,LN-510591,2026-07-13,Letter,Left message,50.03,90+
CA-818679,LN-510591,2026-07-24,Field,No answer,349.92,90+
CA-818680,LN-510591,2026-07-12,Field,Refused,305.98,90+
CA-818681,LN-510591,2026-07-10,Field,Promise to pay,306.31,90+
CA-818682,LN-510596,2026-07-07,SMS,Left message,1.38,31-60
CA-818683,LN-510596,2026-07-12,SMS,Refused,1.05,31-60
CA-818684,LN-510619,2026-07-30,Call,Left message,34.3,61-90
CA-818685,LN-510619,2026-07-23,Call,Left message,29.41,61-90
CA-818686,LN-510619,2026-07-11,Letter,No answer,43.79,61-90
CA-818687,LN-510633,2026-07-07,Call,Refused,21.22,1-30
CA-818688,LN-510646,2026-07-26,SMS,No answer,1.25,1-30
CA-818689,LN-510651,2026-07-13,Field,No answer,345.14,90+
CA-818690,LN-510651,2026-07-21,Call,Number unobtainable,28.36,90+
CA-818691,LN-510651,2026-07-29,Field,No answer,333.56,90+
CA-818692,LN-510662,2026-07-24,Call,Refused,24.94,61-90
CA-818693,LN-510662,2026-07-07,Call,Refused,26.63,61-90
CA-818694,LN-510664,2026-07-19,SMS,No answer,1.14,1-30
CA-818695,LN-510693,2026-07-20,Call,Refused,29.22,61-90
CA-818696,LN-510693,2026-07-14,Field,Partial payment,326.21,61-90
CA-818697,LN-510700,2026-07-09,Letter,No answer,45.39,90+
CA-818698,LN-510700,2026-07-07,Call,Refused,31.67,90+
CA-818699,LN-510700,2026-07-30,Letter,No answer,48.91,90+
CA-818700,LN-510721,2026-07-29,SMS,Refused,1.29,1-30
CA-818701,LN-510740,2026-07-06,SMS,Refused,1.26,31-60
CA-818702,LN-510744,2026-07-07,Letter,Left message,47.53,61-90
CA-818703,LN-510744,2026-07-17,Call,Number unobtainable,28.13,61-90
CA-818704,LN-510792,2026-07-27,Call,Paid in full,26.9,1-30
CA-818705,LN-510807,2026-07-27,Call,Refused,26.89,1-30
CA-818706,LN-510815,2026-07-17,Call,Left message,25.57,90+
CA-818707,LN-510815,2026-07-07,Letter,Left message,41.61,90+
CA-818708,LN-510815,2026-07-10,Call,Promise to pay,27.37,90+
CA-818709,LN-510835,2026-07-15,Call,Number unobtainable,28.16,31-60
CA-818710,LN-510835,2026-07-24,SMS,Left message,1.19,31-60
CA-818711,LN-510889,2026-07-15,Call,Paid in full,28.98,31-60
CA-818712,LN-510889,2026-07-14,Call,Left message,26.66,31-60
