client_ref,home_branch_code,province,gender,age_band,employment_type,employer_sector,monthly_income_zar,payday_day
CL-116371,SF-PLK,Limpopo,F,35-44,Contract,Manufacturing,10400,25
CL-116372,SF-PLK,Limpopo,M,25-34,Contract,Education,17700,25
CL-116373,SF-PLK,Limpopo,M,35-44,Contract,Manufacturing,9950,25
CL-116374,SF-PLK,Limpopo,M,18-24,Permanent,Manufacturing,21900,25
CL-116375,SF-PLK,Limpopo,M,18-24,Permanent,Hospitality,15350,30
CL-116376,SF-PLK,Limpopo,M,25-34,Permanent,Education,5700,30
CL-116377,SF-PLK,Limpopo,F,25-34,Permanent,Security,21800,25
CL-116378,SF-PLK,Limpopo,F,18-24,Permanent,Security,4400,25
CL-116379,SF-PLK,Limpopo,M,35-44,Permanent,Manufacturing,7750,25
CL-116380,SF-PLK,Limpopo,F,45-54,Permanent,Transport,8000,25
CL-116381,SF-PLK,Limpopo,F,55-64,Permanent,Healthcare,8150,25
CL-116382,SF-PLK,Limpopo,F,18-24,Government,Retail,9550,30
CL-116383,SF-PLK,Limpopo,M,35-44,Permanent,Security,9600,25
CL-116384,SF-PLK,Limpopo,M,35-44,Contract,Retail,5100,30
CL-116385,SF-PLK,Limpopo,F,18-24,Permanent,Manufacturing,15750,25
CL-116386,SF-PLK,Limpopo,M,55-64,Permanent,Education,10500,3
CL-116387,SF-PLK,Limpopo,F,25-34,Permanent,Retail,19900,17
CL-116388,SF-PLK,Limpopo,F,25-34,Permanent,Retail,8600,14
CL-116389,SF-PLK,Limpopo,F,45-54,Permanent,Education,25800,30
CL-116390,SF-PLK,Limpopo,F,18-24,Contract,Retail,14500,21
CL-116391,SF-PLK,Limpopo,F,45-54,Permanent,Public sector,7150,30
CL-116392,SF-PLK,Limpopo,F,45-54,Permanent,Mining,10600,25
CL-116393,SF-PLK,Limpopo,M,18-24,Permanent,Retail,7450,25
CL-116394,SF-PLK,Limpopo,F,35-44,Contract,Manufacturing,9050,25
CL-116395,SF-PLK,Limpopo,F,35-44,Permanent,Healthcare,15500,25
CL-116396,SF-PLK,Limpopo,F,55-64,Permanent,Hospitality,12650,25
CL-116397,SF-PLK,Limpopo,F,35-44,Government,Healthcare,4900,21
CL-116398,SF-PLK,Limpopo,M,55-64,Permanent,Transport,14000,25
CL-116399,SF-PLK,Limpopo,F,55-64,Permanent,Manufacturing,17550,30
CL-116400,SF-PLK,Limpopo,F,25-34,Contract,Retail,15500,30
CL-116401,SF-PLK,Limpopo,F,18-24,Permanent,Hospitality,7750,25
CL-116402,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,12150,25
CL-116403,SF-PLK,Limpopo,F,25-34,Contract,Hospitality,24450,30
CL-116404,SF-PLK,Limpopo,F,35-44,Permanent,Transport,6750,25
CL-116405,SF-PLK,Limpopo,F,45-54,Government,Transport,20750,7
CL-116406,SF-PLK,Limpopo,M,55-64,Permanent,Healthcare,17150,30
CL-116407,SF-PLK,Limpopo,F,55-64,Permanent,Construction,10300,25
CL-116408,SF-PLK,Limpopo,F,18-24,Government,Hospitality,12500,25
CL-116409,SF-PLK,Limpopo,M,45-54,Permanent,Retail,19750,30
CL-116410,SF-PLK,Limpopo,M,45-54,Contract,Construction,5750,25
CL-116411,SF-PLK,Limpopo,M,35-44,Contract,Retail,27300,30
CL-116412,SF-PLK,Limpopo,F,55-64,Permanent,Public sector,18300,25
CL-116413,SF-PLK,Limpopo,M,35-44,Permanent,Mining,9750,25
CL-116414,SF-PLK,Limpopo,F,25-34,Permanent,Education,17500,25
CL-116415,SF-PLK,Limpopo,F,55-64,Permanent,Healthcare,5000,25
CL-116416,SF-PLK,Limpopo,M,25-34,Permanent,Construction,25250,15
CL-116417,SF-PLK,Limpopo,F,25-34,Permanent,Mining,15750,25
CL-116418,SF-PLK,Limpopo,M,55-64,Permanent,Security,12000,25
CL-116419,SF-PLK,Limpopo,M,25-34,Permanent,Manufacturing,4950,25
CL-116420,SF-PLK,Limpopo,F,35-44,Permanent,Hospitality,18400,25
CL-116421,SF-PLK,Limpopo,F,45-54,Contract,Construction,11900,25
CL-116422,SF-PLK,Limpopo,M,18-24,Contract,Transport,5650,30
CL-116423,SF-PLK,Limpopo,F,35-44,Permanent,Retail,13950,17
CL-116424,SF-PLK,Limpopo,F,25-34,Pensioner,Construction,5050,25
CL-116425,SF-PLK,Limpopo,F,45-54,Permanent,Mining,13050,25
CL-116426,SF-PLK,Limpopo,F,55-64,Government,Mining,14000,25
CL-116427,SF-PLK,Limpopo,F,35-44,Government,Manufacturing,6350,30
CL-116428,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,6250,25
CL-116429,SF-PLK,Limpopo,F,25-34,Contract,Manufacturing,24050,19
CL-116430,SF-PLK,Limpopo,F,55-64,Permanent,Healthcare,9450,25
CL-116431,SF-PLK,Limpopo,M,25-34,Pensioner,Education,10600,30
CL-116432,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,18400,30
CL-116433,SF-PLK,Limpopo,M,25-34,Permanent,Public sector,6100,25
CL-116434,SF-PLK,Limpopo,M,35-44,Permanent,Retail,12600,25
CL-116435,SF-PLK,Limpopo,F,35-44,Permanent,Transport,11000,25
CL-116436,SF-PLK,Limpopo,M,18-24,Contract,Education,26500,25
CL-116437,SF-PLK,Limpopo,M,55-64,Government,Hospitality,14950,25
CL-116438,SF-PLK,Limpopo,M,18-24,Permanent,Mining,13350,30
CL-116439,SF-PLK,Limpopo,M,35-44,Permanent,Education,16900,25
CL-116440,SF-PLK,Limpopo,F,45-54,Permanent,Security,10950,25
CL-116441,SF-PLK,Limpopo,F,25-34,Government,Mining,12850,25
CL-116442,SF-PLK,Limpopo,F,25-34,Permanent,Mining,20550,25
CL-116443,SF-PLK,Limpopo,M,35-44,Government,Education,12450,25
CL-116444,SF-PLK,Limpopo,F,55-64,Permanent,Construction,11250,25
CL-116445,SF-PLK,Limpopo,M,25-34,Government,Mining,4450,25
CL-116446,SF-PLK,Limpopo,F,35-44,Permanent,Mining,20900,25
CL-116447,SF-PLK,Limpopo,M,25-34,Contract,Mining,13900,25
CL-116448,SF-PLK,Limpopo,M,45-54,Government,Mining,9350,25
CL-116449,SF-PLK,Limpopo,M,35-44,Permanent,Security,12550,30
CL-116450,SF-PLK,Limpopo,F,25-34,Pensioner,Security,6650,16
CL-116451,SF-PLK,Limpopo,M,35-44,Contract,Security,11350,30
CL-116452,SF-PLK,Limpopo,M,35-44,Government,Transport,4200,25
CL-116453,SF-PLK,Limpopo,M,35-44,Contract,Healthcare,9150,26
CL-116454,SF-PLK,Limpopo,F,55-64,Permanent,Transport,7850,25
CL-116455,SF-PLK,Limpopo,F,55-64,Permanent,Security,7000,30
CL-116456,SF-PLK,Limpopo,F,25-34,Pensioner,Retail,29200,25
CL-116457,SF-PLK,Limpopo,M,55-64,Pensioner,Public sector,19900,25
CL-116458,SF-PLK,Limpopo,F,25-34,Contract,Hospitality,9800,25
CL-116459,SF-PLK,Limpopo,M,25-34,Permanent,Security,35350,25
CL-116460,SF-PLK,Limpopo,M,25-34,Permanent,Transport,17300,25
CL-116461,SF-PLK,Limpopo,F,25-34,Government,Hospitality,15550,25
CL-116462,SF-PLK,Limpopo,F,45-54,Government,Retail,9950,6
CL-116463,SF-PLK,Limpopo,M,35-44,Government,Manufacturing,13050,22
CL-116464,SF-PLK,Limpopo,F,55-64,Permanent,Healthcare,7750,30
CL-116465,SF-PLK,Limpopo,F,25-34,Permanent,Security,32600,25
CL-116466,SF-PLK,Limpopo,M,35-44,Permanent,Hospitality,8650,25
CL-116467,SF-PLK,Limpopo,M,25-34,Permanent,Transport,10400,25
CL-116468,SF-PLK,Limpopo,M,45-54,Permanent,Retail,22250,30
CL-116469,SF-PLK,Limpopo,M,18-24,Permanent,Manufacturing,12650,25
CL-116470,SF-PLK,Limpopo,M,35-44,Permanent,Security,12100,25
CL-116471,SF-PLK,Limpopo,F,55-64,Permanent,Construction,18550,25
CL-116472,SF-PLK,Limpopo,M,35-44,Permanent,Public sector,6250,25
CL-116473,SF-PLK,Limpopo,F,35-44,Pensioner,Security,14950,15
CL-116474,SF-PLK,Limpopo,M,25-34,Pensioner,Manufacturing,13700,25
CL-116475,SF-PLK,Limpopo,F,18-24,Government,Education,16000,25
CL-116476,SF-PLK,Limpopo,F,35-44,Contract,Retail,18150,25
CL-116477,SF-PLK,Limpopo,M,25-34,Permanent,Education,4200,30
CL-116478,SF-PLK,Limpopo,F,25-34,Contract,Education,6000,30
CL-116479,SF-PLK,Limpopo,F,35-44,Permanent,Hospitality,8950,30
CL-116480,SF-PLK,Limpopo,F,25-34,Contract,Retail,9650,30
CL-116481,SF-PLK,Limpopo,M,25-34,Permanent,Public sector,11300,30
CL-116482,SF-PLK,Limpopo,F,35-44,Contract,Healthcare,6550,25
CL-116483,SF-PLK,Limpopo,M,55-64,Permanent,Construction,7100,25
CL-116484,SF-PLK,Limpopo,M,35-44,Permanent,Transport,19650,25
CL-116485,SF-PLK,Limpopo,M,45-54,Government,Transport,6950,15
CL-116486,SF-PLK,Limpopo,F,25-34,Government,Education,8500,30
CL-116487,SF-PLK,Limpopo,F,35-44,Pensioner,Education,6100,30
CL-116488,SF-PLK,Limpopo,M,18-24,Permanent,Mining,4300,25
CL-116489,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,7700,25
CL-116490,SF-PLK,Limpopo,F,25-34,Permanent,Hospitality,21400,25
CL-116491,SF-PLK,Limpopo,F,25-34,Contract,Education,9350,25
CL-116492,SF-PLK,Limpopo,F,55-64,Government,Transport,19450,25
CL-116493,SF-PLK,Limpopo,M,35-44,Permanent,Public sector,21100,25
CL-116494,SF-PLK,Limpopo,F,55-64,Permanent,Hospitality,9200,6
CL-116495,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,8200,25
CL-116496,SF-PLK,Limpopo,F,45-54,Permanent,Mining,12950,25
CL-116497,SF-PLK,Limpopo,M,18-24,Permanent,Hospitality,11450,30
CL-116498,SF-PLK,Limpopo,F,18-24,Permanent,Public sector,8900,25
CL-116499,SF-PLK,Limpopo,M,18-24,Contract,Hospitality,36100,25
CL-116500,SF-PLK,Limpopo,F,35-44,Permanent,Manufacturing,11500,25
CL-116501,SF-PLK,Limpopo,F,45-54,Permanent,Mining,26850,30
CL-116502,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,9050,25
CL-116503,SF-PLK,Limpopo,M,55-64,Government,Security,5450,30
CL-116504,SF-PLK,Limpopo,M,18-24,Permanent,Construction,6350,25
CL-116505,SF-PLK,Limpopo,M,25-34,Permanent,Transport,10650,30
CL-116506,SF-PLK,Limpopo,M,25-34,Permanent,Hospitality,4750,30
CL-116507,SF-PLK,Limpopo,F,25-34,Contract,Public sector,6500,25
CL-116508,SF-PLK,Limpopo,F,18-24,Permanent,Education,15000,25
CL-116509,SF-PLK,Limpopo,F,25-34,Government,Manufacturing,11350,25
CL-116510,SF-PLK,Limpopo,M,18-24,Permanent,Security,4200,25
CL-116511,SF-PLK,Limpopo,F,55-64,Contract,Hospitality,16750,25
CL-116512,SF-PLK,Limpopo,F,35-44,Permanent,Public sector,6400,4
CL-116513,SF-PLK,Limpopo,F,35-44,Contract,Public sector,11300,25
CL-116514,SF-PLK,Limpopo,M,25-34,Permanent,Transport,10950,30
CL-116515,SF-PLK,Limpopo,M,45-54,Permanent,Manufacturing,10250,25
CL-116516,SF-PLK,Limpopo,F,35-44,Contract,Public sector,7850,25
CL-116517,SF-PLK,Limpopo,F,35-44,Permanent,Healthcare,15400,25
CL-116518,SF-PLK,Limpopo,M,45-54,Government,Transport,7900,30
CL-116519,SF-PLK,Limpopo,M,18-24,Permanent,Public sector,9350,25
CL-116520,SF-PLK,Limpopo,F,55-64,Permanent,Construction,16400,25
CL-116521,SF-PLK,Limpopo,M,25-34,Contract,Mining,10200,30
CL-116522,SF-PLK,Limpopo,F,25-34,Permanent,Retail,17450,25
CL-116523,SF-PLK,Limpopo,F,35-44,Government,Education,8900,25
CL-116524,SF-PLK,Limpopo,F,18-24,Permanent,Security,18100,25
CL-116525,SF-PLK,Limpopo,M,35-44,Contract,Retail,14500,25
CL-116526,SF-PLK,Limpopo,F,25-34,Permanent,Hospitality,9150,30
CL-116527,SF-PLK,Limpopo,M,35-44,Contract,Public sector,8800,25
CL-116528,SF-PLK,Limpopo,M,18-24,Contract,Healthcare,4200,30
CL-116529,SF-PLK,Limpopo,M,45-54,Government,Hospitality,10050,25
CL-116530,SF-PLK,Limpopo,M,25-34,Permanent,Construction,7650,25
CL-116531,SF-PLK,Limpopo,F,35-44,Contract,Transport,32100,25
CL-116532,SF-PLK,Limpopo,M,35-44,Contract,Public sector,6050,30
CL-116533,SF-PLK,Limpopo,M,35-44,Permanent,Education,7200,25
CL-116534,SF-PLK,Limpopo,F,25-34,Permanent,Education,12400,16
CL-116535,SF-PLK,Limpopo,F,35-44,Permanent,Transport,12950,11
CL-116536,SF-PLK,Limpopo,F,25-34,Permanent,Retail,16050,5
CL-116537,SF-PLK,Limpopo,M,25-34,Contract,Security,10100,30
CL-116538,SF-PLK,Limpopo,F,45-54,Pensioner,Public sector,11950,25
CL-116539,SF-PLK,Limpopo,M,55-64,Contract,Retail,21850,25
CL-116540,SF-PLK,Limpopo,M,55-64,Contract,Mining,13900,14
CL-116541,SF-PLK,Limpopo,F,35-44,Permanent,Education,13350,30
CL-116542,SF-PLK,Limpopo,M,35-44,Permanent,Hospitality,18300,25
CL-116543,SF-PLK,Limpopo,M,35-44,Contract,Education,13600,25
CL-116544,SF-PLK,Limpopo,F,45-54,Permanent,Security,14300,4
CL-116545,SF-PLK,Limpopo,F,35-44,Permanent,Security,4200,25
CL-116546,SF-PLK,Limpopo,F,25-34,Permanent,Construction,11150,25
CL-116547,SF-PLK,Limpopo,F,25-34,Permanent,Construction,5700,19
CL-116548,SF-PLK,Limpopo,M,18-24,Permanent,Construction,13150,25
CL-116549,SF-PLK,Limpopo,M,35-44,Contract,Manufacturing,10250,30
CL-116550,SF-PLK,Limpopo,M,35-44,Permanent,Mining,21700,25
CL-116551,SF-PLK,Limpopo,M,25-34,Permanent,Hospitality,29150,25
CL-116552,SF-PLK,Limpopo,M,35-44,Permanent,Construction,4200,30
CL-116553,SF-PLK,Limpopo,M,25-34,Contract,Retail,5350,25
CL-116554,SF-PLK,Limpopo,F,18-24,Permanent,Hospitality,4200,22
CL-116555,SF-PLK,Limpopo,M,35-44,Permanent,Hospitality,7950,25
CL-116556,SF-PLK,Limpopo,F,35-44,Government,Manufacturing,8900,25
CL-116557,SF-PLK,Limpopo,M,25-34,Permanent,Public sector,15500,10
CL-116558,SF-PLK,Limpopo,F,35-44,Government,Construction,17800,25
CL-116559,SF-PLK,Limpopo,M,55-64,Permanent,Mining,31900,25
CL-116560,SF-PLK,Limpopo,M,45-54,Permanent,Hospitality,11100,30
CL-116561,SF-PLK,Limpopo,M,55-64,Permanent,Construction,32400,25
CL-116562,SF-PLK,Limpopo,M,25-34,Permanent,Transport,26150,25
CL-116563,SF-PLK,Limpopo,M,35-44,Permanent,Security,20700,30
CL-116564,SF-PLK,Limpopo,F,35-44,Contract,Mining,11850,25
CL-116565,SF-PLK,Limpopo,F,35-44,Permanent,Transport,6550,25
CL-116566,SF-PLK,Limpopo,M,35-44,Contract,Transport,6600,25
CL-116567,SF-PLK,Limpopo,F,35-44,Permanent,Manufacturing,9800,30
CL-116568,SF-PLK,Limpopo,M,35-44,Government,Healthcare,10150,25
CL-116569,SF-PLK,Limpopo,M,55-64,Permanent,Retail,7250,25
CL-116570,SF-PLK,Limpopo,M,55-64,Permanent,Education,12700,30
CL-116571,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,8250,25
CL-116572,SF-PLK,Limpopo,F,45-54,Permanent,Transport,8700,30
CL-116573,SF-PLK,Limpopo,F,55-64,Government,Education,18750,30
CL-116574,SF-PLK,Limpopo,F,35-44,Contract,Security,7800,25
CL-116575,SF-PLK,Limpopo,F,35-44,Permanent,Public sector,6300,25
CL-116576,SF-PLK,Limpopo,M,35-44,Permanent,Healthcare,5700,25
CL-116577,SF-PLK,Limpopo,M,18-24,Permanent,Transport,13000,30
CL-116578,SF-PLK,Limpopo,F,45-54,Pensioner,Education,8650,24
CL-116579,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,20700,30
CL-116580,SF-PLK,Limpopo,F,35-44,Contract,Manufacturing,11700,25
CL-116581,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,9700,25
CL-116582,SF-PLK,Limpopo,F,35-44,Pensioner,Healthcare,12050,30
CL-116583,SF-PLK,Limpopo,M,35-44,Permanent,Hospitality,5200,3
CL-116584,SF-PLK,Limpopo,F,45-54,Government,Education,11050,26
CL-116585,SF-PLK,Limpopo,M,25-34,Contract,Public sector,14700,30
CL-116586,SF-PLK,Limpopo,F,55-64,Permanent,Education,10600,30
CL-116587,SF-PLK,Limpopo,F,18-24,Government,Hospitality,19700,25
CL-116588,SF-PLK,Limpopo,F,18-24,Contract,Security,6900,25
CL-116589,SF-PLK,Limpopo,F,25-34,Permanent,Manufacturing,10450,25
CL-116590,SF-PLK,Limpopo,F,55-64,Permanent,Healthcare,6150,25
CL-116591,SF-PLK,Limpopo,M,35-44,Permanent,Education,9000,25
CL-116592,SF-PLK,Limpopo,M,25-34,Permanent,Retail,5900,25
CL-116593,SF-PLK,Limpopo,F,45-54,Permanent,Mining,14300,25
CL-116594,SF-PLK,Limpopo,F,45-54,Permanent,Mining,10400,25
CL-116595,SF-PLK,Limpopo,F,35-44,Permanent,Construction,12400,25
CL-116596,SF-PLK,Limpopo,M,18-24,Government,Education,18450,25
CL-116597,SF-PLK,Limpopo,F,18-24,Permanent,Healthcare,8350,25
CL-116598,SF-PLK,Limpopo,M,35-44,Permanent,Construction,8000,25
CL-116599,SF-PLK,Limpopo,M,35-44,Contract,Security,13200,25
CL-116600,SF-PLK,Limpopo,F,25-34,Permanent,Manufacturing,14200,25
CL-116601,SF-PLK,Limpopo,F,18-24,Permanent,Transport,18800,25
CL-116602,SF-PLK,Limpopo,M,35-44,Contract,Construction,15550,25
CL-116603,SF-PLK,Limpopo,M,25-34,Permanent,Transport,9700,25
CL-116604,SF-PLK,Limpopo,F,25-34,Permanent,Construction,13800,25
CL-116605,SF-PLK,Limpopo,M,35-44,Contract,Education,14300,25
CL-116606,SF-PLK,Limpopo,F,35-44,Permanent,Healthcare,10750,25
CL-116607,SF-PLK,Limpopo,F,45-54,Permanent,Education,18800,30
CL-116608,SF-PLK,Limpopo,M,25-34,Government,Hospitality,11500,25
CL-116609,SF-PLK,Limpopo,M,55-64,Permanent,Construction,5350,25
CL-116610,SF-PLK,Limpopo,M,25-34,Permanent,Mining,23350,27
CL-116611,SF-PLK,Limpopo,M,18-24,Permanent,Security,16850,30
CL-116612,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,12650,25
CL-116613,SF-PLK,Limpopo,M,25-34,Permanent,Mining,9550,25
CL-116614,SF-PLK,Limpopo,M,25-34,Permanent,Transport,6700,25
CL-116615,SF-PLK,Limpopo,M,25-34,Permanent,Public sector,8150,25
CL-116616,SF-PLK,Limpopo,M,45-54,Permanent,Hospitality,7100,30
CL-116617,SF-PLK,Limpopo,F,18-24,Government,Healthcare,17200,25
CL-116618,SF-PLK,Limpopo,M,25-34,Permanent,Security,10700,6
CL-116619,SF-PLK,Limpopo,F,18-24,Contract,Construction,17350,25
CL-116620,SF-PLK,Limpopo,M,18-24,Contract,Construction,14700,25
CL-116621,SF-PLK,Limpopo,F,45-54,Permanent,Retail,17700,25
CL-116622,SF-PLK,Limpopo,M,35-44,Permanent,Public sector,17500,25
CL-116623,SF-PLK,Limpopo,M,55-64,Permanent,Education,10550,25
CL-116624,SF-PLK,Limpopo,F,35-44,Government,Education,5000,25
CL-116625,SF-PLK,Limpopo,F,55-64,Permanent,Transport,13050,30
CL-116626,SF-PLK,Limpopo,F,25-34,Contract,Construction,4700,25
CL-116627,SF-PLK,Limpopo,M,18-24,Government,Hospitality,6850,25
CL-116628,SF-PLK,Limpopo,F,35-44,Contract,Public sector,8550,25
CL-116629,SF-PLK,Limpopo,F,25-34,Contract,Transport,17300,30
CL-116630,SF-PLK,Limpopo,F,45-54,Contract,Healthcare,10500,30
CL-116631,SF-PLK,Limpopo,F,25-34,Permanent,Mining,15400,25
CL-116632,SF-PLK,Limpopo,F,18-24,Pensioner,Healthcare,11050,12
CL-116633,SF-PLK,Limpopo,F,55-64,Permanent,Construction,21800,25
CL-116634,SF-PLK,Limpopo,M,25-34,Government,Public sector,15200,25
CL-116635,SF-PLK,Limpopo,M,35-44,Government,Mining,20950,10
CL-116636,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,6500,25
CL-116637,SF-PLK,Limpopo,M,18-24,Permanent,Security,14100,25
CL-116638,SF-PLK,Limpopo,F,25-34,Government,Education,5600,25
CL-116639,SF-PLK,Limpopo,M,35-44,Contract,Security,22750,10
CL-116640,SF-PLK,Limpopo,F,35-44,Permanent,Security,7000,30
CL-116641,SF-PLK,Limpopo,F,25-34,Contract,Public sector,4200,25
CL-116642,SF-PLK,Limpopo,F,35-44,Government,Retail,6750,25
CL-116643,SF-PLK,Limpopo,M,35-44,Permanent,Mining,13550,25
CL-116644,SF-PLK,Limpopo,M,25-34,Permanent,Mining,10100,25
CL-116645,SF-PLK,Limpopo,F,35-44,Government,Mining,18500,30
CL-116646,SF-PLK,Limpopo,M,25-34,Permanent,Retail,22000,1
CL-116647,SF-PLK,Limpopo,F,18-24,Permanent,Retail,29300,25
CL-116648,SF-PLK,Limpopo,F,35-44,Permanent,Retail,9450,25
CL-116649,SF-PLK,Limpopo,F,35-44,Permanent,Mining,15200,25
CL-116650,SF-PLK,Limpopo,F,25-34,Pensioner,Retail,18000,25
CL-116651,SF-PLK,Limpopo,F,18-24,Government,Security,4750,25
CL-116652,SF-PLK,Limpopo,F,35-44,Permanent,Security,22150,25
CL-116653,SF-PLK,Limpopo,F,45-54,Permanent,Mining,7350,30
CL-116654,SF-PLK,Limpopo,F,45-54,Permanent,Healthcare,9300,30
CL-116655,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,8750,30
CL-116656,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,14250,30
CL-116657,SF-PLK,Limpopo,F,18-24,Permanent,Transport,8000,25
CL-116658,SF-PLK,Limpopo,F,55-64,Contract,Education,11050,30
CL-116659,SF-PLK,Limpopo,M,25-34,Permanent,Retail,15550,25
CL-116660,SF-PLK,Limpopo,F,25-34,Permanent,Construction,9550,1
CL-116661,SF-PLK,Limpopo,F,25-34,Permanent,Mining,12700,25
CL-116662,SF-PLK,Limpopo,F,35-44,Government,Mining,10500,25
CL-116663,SF-PLK,Limpopo,F,55-64,Permanent,Manufacturing,8550,25
CL-116664,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,11600,14
CL-116665,SF-PLK,Limpopo,M,25-34,Permanent,Transport,25050,25
CL-116666,SF-PLK,Limpopo,F,25-34,Contract,Public sector,18250,25
CL-116667,SF-PLK,Limpopo,M,25-34,Government,Security,6350,25
CL-116668,SF-PLK,Limpopo,M,45-54,Permanent,Security,10400,25
CL-116669,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,7400,30
CL-116670,SF-PLK,Limpopo,F,55-64,Permanent,Construction,21550,25
CL-116671,SF-PLK,Limpopo,F,18-24,Contract,Mining,5300,30
CL-116672,SF-PLK,Limpopo,F,35-44,Government,Security,8650,25
CL-116673,SF-PLK,Limpopo,M,45-54,Pensioner,Transport,19500,25
CL-116674,SF-PLK,Limpopo,M,45-54,Permanent,Manufacturing,13650,30
CL-116675,SF-PLK,Limpopo,F,45-54,Permanent,Construction,5100,17
CL-116676,SF-PLK,Limpopo,F,25-34,Government,Healthcare,11250,25
CL-116677,SF-PLK,Limpopo,M,35-44,Pensioner,Retail,10200,25
CL-116678,SF-PLK,Limpopo,M,18-24,Permanent,Public sector,17700,30
CL-116679,SF-PLK,Limpopo,F,25-34,Permanent,Healthcare,13350,25
CL-116680,SF-PLK,Limpopo,F,18-24,Contract,Retail,9350,25
CL-116681,SF-PLK,Limpopo,F,55-64,Permanent,Mining,14500,25
CL-116682,SF-PLK,Limpopo,F,35-44,Contract,Hospitality,17400,30
CL-116683,SF-PLK,Limpopo,F,35-44,Government,Retail,23200,25
CL-116684,SF-PLK,Limpopo,M,45-54,Contract,Construction,17650,25
CL-116685,SF-PLK,Limpopo,F,55-64,Permanent,Education,6100,25
CL-116686,SF-PLK,Limpopo,F,18-24,Pensioner,Construction,5650,25
CL-116687,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,25300,30
CL-116688,SF-PLK,Limpopo,M,55-64,Permanent,Hospitality,7350,30
CL-116689,SF-PLK,Limpopo,M,55-64,Contract,Public sector,8850,25
CL-116690,SF-PLK,Limpopo,F,18-24,Contract,Public sector,5900,30
CL-116691,SF-PLK,Limpopo,F,35-44,Permanent,Hospitality,14050,30
CL-116692,SF-PLK,Limpopo,F,45-54,Contract,Education,7150,25
CL-116693,SF-PLK,Limpopo,F,25-34,Government,Hospitality,11100,30
CL-116694,SF-PLK,Limpopo,F,35-44,Permanent,Transport,11250,30
CL-116695,SF-PLK,Limpopo,F,25-34,Permanent,Hospitality,8750,25
CL-116696,SF-PLK,Limpopo,M,25-34,Permanent,Retail,11950,25
CL-116697,SF-PLK,Limpopo,F,25-34,Permanent,Public sector,7700,25
CL-116698,SF-PLK,Limpopo,F,25-34,Permanent,Security,11250,25
CL-116699,SF-PLK,Limpopo,M,55-64,Government,Security,8650,25
CL-116700,SF-PLK,Limpopo,M,55-64,Contract,Manufacturing,7950,25
CL-116701,SF-PLK,Limpopo,F,18-24,Permanent,Education,9500,30
CL-116702,SF-PLK,Limpopo,M,25-34,Permanent,Healthcare,9600,25
CL-116703,SF-PLK,Limpopo,M,55-64,Permanent,Retail,11200,25
CL-116704,SF-PLK,Limpopo,F,55-64,Permanent,Mining,9750,25
CL-116705,SF-PLK,Limpopo,M,45-54,Pensioner,Mining,30050,25
CL-116706,SF-PLK,Limpopo,M,25-34,Permanent,Mining,14150,30
CL-116707,SF-PLK,Limpopo,F,25-34,Contract,Public sector,12450,25
CL-116708,SF-PLK,Limpopo,F,45-54,Permanent,Education,6300,25
CL-116709,SF-PLK,Limpopo,M,55-64,Permanent,Education,8100,25
CL-116710,SF-PLK,Limpopo,M,55-64,Contract,Manufacturing,16700,25
CL-116711,SF-PLK,Limpopo,F,55-64,Permanent,Transport,9900,25
CL-116712,SF-PLK,Limpopo,F,35-44,Contract,Healthcare,16500,25
CL-116713,SF-PLK,Limpopo,F,45-54,Permanent,Construction,11400,30
CL-116714,SF-PLK,Limpopo,F,45-54,Permanent,Construction,7100,30
CL-116715,SF-PLK,Limpopo,F,35-44,Government,Education,4450,25
CL-116716,SF-PLK,Limpopo,F,55-64,Permanent,Manufacturing,15200,22
CL-116717,SF-PLK,Limpopo,F,18-24,Permanent,Hospitality,21950,25
CL-116718,SF-PLK,Limpopo,F,35-44,Permanent,Manufacturing,23400,30
CL-116719,SF-PLK,Limpopo,F,25-34,Government,Mining,18750,19
CL-116720,SF-PLK,Limpopo,M,35-44,Permanent,Manufacturing,11550,25
CL-116721,SF-PLK,Limpopo,M,25-34,Permanent,Security,4450,30
